"SYS_OBJ_2B14","00008a50","Function","Global","User Defined","0","0"
"StoreImage2","00008ac0","Function","Global","Imported","0","0"
"SYS_OBJ_2C00","00008b3c","Function","Global","User Defined","0","0"
"MoveImage2","00008bac","Function","Global","Imported","0","0"
"SYS_OBJ_2CF4","00008c30","Function","Global","User Defined","0","0"
"SYS_OBJ_2D9C","00008cd8","Function","Global","User Defined","2","0"
"DrawOTag2","00008cf0","Function","Global","User Defined","0","0"
"SYS_OBJ_2E44","00008d80","Function","Global","User Defined","0","0"
"_GPU_ResetCallback","00008dec","Function","Global","Imported","0","0"
"SYS_OBJ_2ED8","00008e14","Function","Global","User Defined","0","0"
"memcpy","00008e3c","Function","Global","User Defined","0","0"
"printf","00008e4c","Function","Global","User Defined","0","0"
"GPU_cw","00008e5c","Function","Global","User Defined","0","0"
"VSync","00008e9c","Function","Global","User Defined","0","0"
"VSYNC_OBJ_A4","00008f40","Function","Global","User Defined","0","0"
"VSYNC_OBJ_164","00009000","Function","Global","User Defined","0","0"
"VSYNC_OBJ_178","00009014","Function","Global","Imported","0","0"
"VSYNC_OBJ_200","0000909c","Function","Global","User Defined","1","0"
"ChangeClearPAD","000090cc","Function","Global","User Defined","0","0"
"ChangeClearRCnt","000090dc","Function","Global","User Defined","0","0"
"ResetCallback","000090ec","Function","Global","User Defined","0","0"
"InterruptCallback","0000911c","Function","Global","Imported","0","0"
"DMACallback","0000914c","Function","Global","Imported","0","0"
"VSyncCallback","0000917c","Function","Global","Imported","0","0"
"VSyncCallbacks","000091b0","Function","Global","Imported","0","0"
"StopCallback","000091e0","Function","Global","Imported","0","0"
"RestartCallback","00009210","Function","Global","Imported","0","0"
"CheckCallback","00009240","Function","Global","User Defined","0","0"
"GetIntrMask","00009250","Function","Global","User Defined","0","0"
"SetIntrMask","00009268","Function","Global","User Defined","0","0"
"INTR_OBJ_194","00009280","Function","Global","Imported","0","0"
"INTR_OBJ_26C","00009358","Function","Global","Imported","0","0"
"INTR_OBJ_410","000094fc","Function","Global","User Defined","1","0"
"INTR_OBJ_43C","00009528","Function","Global","Imported","0","0"
"INTR_OBJ_4EC","000095d8","Function","Global","User Defined","0","0"
"INTR_OBJ_584","00009670","Function","Global","Imported","0","0"
"INTR_OBJ_624","00009710","Function","Global","Imported","0","0"
"INTR_OBJ_68C","00009778","Function","Global","User Defined","0","0"
"INTR_OBJ_69C","00009788","Function","Global","User Defined","0","0"
"ReturnFromException","000097cc","Function","Global","User Defined","0","0"
"ResetEntryInt","000097dc","Function","Global","User Defined","0","0"
"HookEntryInt","000097ec","Function","Global","User Defined","0","0"
"startIntrVSync","000097fc","Function","Global","User Defined","0","0"
"INTR_VB_OBJ_58","00009854","Function","Global","Imported","0","0"
"INTR_VB_OBJ_C4","000098c0","Function","Global","User Defined","0","0"
"INTR_VB_OBJ_F0","000098ec","Function","Global","User Defined","0","0"
"startIntrDMA","0000991c","Function","Global","Imported","0","0"
"INTR_DMA_OBJ_4C","00009968","Function","Global","Imported","0","0"
"INTR_DMA_OBJ_1CC","00009ae8","Function","Global","User Defined","0","0"
"INTR_DMA_OBJ_270","00009b8c","Function","Global","User Defined","1","0"
"INTR_DMA_OBJ_278","00009b94","Function","Global","User Defined","0","0"
"SsUtReverbOff","00009bec","Function","Global","Imported","0","0"
"strcpy","0000a2c4","Function","Global","User Defined","0","0"
"strlen","0000a2d4","Function","Global","User Defined","0","0"
"Exec","0000a2e4","Function","Global","User Defined","0","0"
"SetRCnt","0000a304","Function","Global","User Defined","0","0"
"COUNTER_OBJ_74","0000a378","Function","Global","User Defined","3","0"
"COUNTER_OBJ_94","0000a398","Function","Global","User Defined","0","0"
"GetRCnt","0000a3a0","Function","Global","User Defined","0","0"
"COUNTER_OBJ_CC","0000a3d0","Function","Global","User Defined","0","0"
"StartRCnt","0000a3d8","Function","Global","User Defined","0","0"
"StopRCnt","0000a408","Function","Global","User Defined","0","0"
"ResetRCnt","0000a43c","Function","Global","User Defined","0","0"
"COUNTER_OBJ_164","0000a468","Function","Global","User Defined","0","0"
"_sio_control","0000a6b8","Function","Global","User Defined","0","0"
"SIO_OBJ_48","0000a700","Function","Global","User Defined","0","0"
"SIO_OBJ_60","0000a718","Function","Global","User Defined","0","0"
"SIO_OBJ_78","0000a730","Function","Global","User Defined","0","0"
"SIO_OBJ_90","0000a748","Function","Global","User Defined","0","0"
"SIO_OBJ_D8","0000a790","Function","Global","User Defined","0","0"
"SIO_OBJ_24C","0000a904","Function","Global","User Defined","0","0"
"SIO_OBJ_250","0000a908","Function","Global","User Defined","0","0"
"sprintf","0000b554","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_94","0000b5e8","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_1C0","0000b714","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_25C","0000b7b0","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_2A0","0000b7f4","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_2C4","0000b818","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_2D0","0000b824","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_2DC","0000b830","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_2E8","0000b83c","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_308","0000b85c","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_360","0000b8b4","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_394","0000b8e8","Function","Global","User Defined","1","0"
"SPRINTF_OBJ_480","0000b9d4","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_580","0000bad4","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_594","0000bae8","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_5A0","0000baf4","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_5A8","0000bafc","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_6A8","0000bbfc","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_6C8","0000bc1c","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_754","0000bca8","Function","Global","User Defined","0","0"
"SPRINTF_OBJ_788","0000bcdc","Function","Global","User Defined","1","0"
"SPRINTF_OBJ_7A0","0000bcf4","Function","Global","User Defined","6","0"
"SPRINTF_OBJ_82C","0000bd80","Function","Global","User Defined","1","0"
"memchr","0000bde4","Function","Global","User Defined","0","0"
"memmove","0000bdf4","Function","Global","User Defined","0","0"
"MEMMOVE_OBJ_64","0000be58","Function","Global","User Defined","0","0"
"SetDumpFnt","0000be64","Function","Global","User Defined","0","0"
"FntLoad","0000bea4","Function","Global","Imported","0","0"
"FntOpen","0000bf44","Function","Global","Imported","0","0"
"FONT_OBJ_370","0000c1d4","Function","Global","User Defined","0","0"
"FntFlush","0000c200","Function","Global","Imported","0","0"
"FONT_OBJ_530","0000c394","Function","Global","User Defined","1","0"
"FONT_OBJ_55C","0000c3c0","Function","Global","User Defined","0","0"
"FONT_OBJ_5C0","0000c424","Function","Global","User Defined","0","0"
"FONT_OBJ_5D8","0000c43c","Function","Global","User Defined","3","0"
"FONT_OBJ_618","0000c47c","Function","Global","User Defined","0","0"
"FONT_OBJ_688","0000c4ec","Function","Global","User Defined","0","0"
"FntPrint","0000c51c","Function","Global","User Defined","0","0"
"FONT_OBJ_820","0000c684","Function","Global","User Defined","0","0"
"FONT_OBJ_864","0000c6c8","Function","Global","User Defined","0","0"
"FONT_OBJ_88C","0000c6f0","Function","Global","User Defined","0","0"
"FONT_OBJ_8E4","0000c748","Function","Global","User Defined","0","0"
"FONT_OBJ_95C","0000c7c0","Function","Global","User Defined","0","0"
"FONT_OBJ_97C","0000c7e0","Function","Global","User Defined","0","0"
"FONT_OBJ_99C","0000c800","Function","Global","User Defined","2","0"
"FONT_OBJ_9A0","0000c804","Function","Global","User Defined","1","0"
"FONT_OBJ_A58","0000c8bc","Function","Global","User Defined","0","0"
"memset","0000c8e4","Function","Global","User Defined","0","0"
"LoadTPage","0000c8f4","Function","Global","User Defined","0","0"
"E00_OBJ_A8","0000c99c","Function","Global","User Defined","0","0"
"E00_OBJ_AC","0000c9a0","Function","Global","User Defined","0","0"
"LoadClut2","0000c9e4","Function","Global","Imported","0","0"
"GetTPage","0000ca54","Function","Global","User Defined","0","0"
"GetClut","0000ca94","Function","Global","User Defined","0","0"
"AddPrim","0000cab4","Function","Global","Imported","0","0"
"SetDrawMode","0000cb84","Function","Global","User Defined","0","0"
"P41_OBJ_8C","0000cc10","Function","Global","User Defined","0","0"
"FlushCache","0000cc24","Function","Global","User Defined","0","0"
"SetMem","0000cc34","Function","Global","User Defined","0","0"
"InitGeom","0000cc4c","Function","Global","User Defined","0","0"
"_patch_gte","0000ccd4","Function","Global","User Defined","0","0"
"PATCHGTE_OBJ_AC","0000cd80","Function","Global","User Defined","0","0"
"PATCHGTE_OBJ_C4","0000cd98","Function","Global","User Defined","0","0"
"PATCHGTE_OBJ_DC","0000cdb0","Function","Global","User Defined","0","0"
"_bu_init","0000ce04","Function","Global","User Defined","0","0"
"InitCARD","0000ce14","Function","Global","User Defined","0","0"
"StartCARD","0000cea4","Function","Global","Imported","0","0"
"StopCARD","0000ceec","Function","Global","Imported","0","0"
"SetInitPadFlag","0000cf14","Function","Global","User Defined","0","0"
"ReadInitPadFlag","0000cf20","Function","Global","User Defined","0","0"
"PAD_init","0000cf30","Function","Global","Imported","0","0"
"InitPAD","0000cfc0","Function","Global","Imported","0","0"
"StartPAD","0000d050","Function","Global","Imported","0","0"
"PAD_OBJ_16C","0000d080","Function","Global","Imported","0","0"
"PAD_OBJ_1E4","0000d0f8","Function","Global","Imported","0","0"
"PAD_OBJ_24C","0000d160","Function","Global","User Defined","0","0"
"InitPAD2","0000d1a4","Function","Global","User Defined","0","0"
"StartPAD2","0000d1b4","Function","Global","User Defined","0","0"
"PAD_init2","0000d1c4","Function","Global","User Defined","0","0"
"SysEnqIntRP","0000d1d4","Function","Global","User Defined","0","0"
"SysDeqIntRP","0000d1e4","Function","Global","User Defined","0","0"
"EnablePAD","0000d1f4","Function","Global","User Defined","0","0"
"DisablePAD","0000d208","Function","Global","User Defined","0","0"
"_patch_pad","0000d21c","Function","Global","User Defined","0","0"
"_remove_ChgclrPAD","0000d294","Function","Global","User Defined","0","0"
"InitCARD2","0000d304","Function","Global","User Defined","0","0"
"StartCARD2","0000d314","Function","Global","User Defined","0","0"
"StopCARD2","0000d324","Function","Global","User Defined","0","0"
"_patch_card_info","0000d334","Function","Global","User Defined","0","0"
"PATCH_OBJ_44","0000d378","Function","Global","User Defined","0","0"
"PATCH_OBJ_B4","0000d3e8","Thunk Function","Global","User Defined","0","0"
"PATCH_OBJ_C8","0000d3fc","Function","Global","User Defined","0","0"
"_patch_card","0000d410","Function","Global","User Defined","0","0"
"_patch_card2","0000d4a4","Function","Global","User Defined","0","0"
"_copy_memcard_patch","0000d514","Function","Global","User Defined","0","0"
"bzero","0000e3e4","Function","Global","User Defined","0","0"
"SquareRoot0","0000ee48","Function","Global","User Defined","0","0"
"MulMatrix0","0000eed8","Function","Global","User Defined","0","0"
"MulRotMatrix","0000efe8","Function","Global","User Defined","0","0"
"CompMatrix","0000f0d8","Function","Global","User Defined","0","0"
"ApplyRotMatrixLV","0000f238","Function","Global","User Defined","0","0"
"SetRotMatrix","0000f378","Function","Global","User Defined","0","0"
"SetTransMatrix","0000f3a8","Function","Global","User Defined","0","0"
"ratan2","0000f3e8","Function","Global","User Defined","0","0"
"RATAN_OBJ_B4","0000f49c","Function","Global","User Defined","0","0"
"RATAN_OBJ_13C","0000f524","Function","Global","User Defined","0","0"
"RATAN_OBJ_150","0000f538","Function","Global","User Defined","0","0"
"SetBackColor","0000f8e8","Function","Global","User Defined","0","0"
"SetColorMatrix","00011484","Function","Global","User Defined","0","0"
"RotTrans","000114b4","Function","Global","User Defined","0","0"
"AddPrims","00011790","Function","Global","User Defined","0","0"
"PadSetAct","0001ec28","Function","Global","Imported","0","0"
"PadSetActAlign","0001ec68","Function","Global","Imported","0","0"
"PDCMD2_OBJ_7C","0001ece4","Function","Global","Imported","0","0"
"PDCMD2_OBJ_A4","0001ed0c","Function","Global","User Defined","0","0"
"PadSetMainMode","0001edd8","Function","Global","Imported","0","0"
"PDCMD3_OBJ_9C","0001ee74","Function","Global","Imported","0","0"
"PDCMD3_OBJ_DC","0001eeb4","Function","Global","User Defined","0","0"
"PDCMD3_OBJ_E4","0001eebc","Function","Global","User Defined","0","0"
"PDCMD3_OBJ_F4","0001eecc","Function","Global","Imported","0","0"
"PDCMD3_OBJ_140","0001ef18","Function","Global","User Defined","0","0"
"PDCMD3_OBJ_144","0001ef1c","Function","Global","User Defined","0","0"
"PadGetState","0001ef38","Function","Global","Imported","0","0"
"PDENT2_OBJ_B8","0001eff0","Function","Global","User Defined","1","0"
"PDENT2_OBJ_BC","0001eff4","Function","Global","User Defined","2","0"
"PadInfoMode","0001f008","Function","Global","Imported","0","0"
"PDENT3_OBJ_E0","0001f0e8","Function","Global","Imported","2","0"
"PDENT3_OBJ_E4","0001f0ec","Function","Global","User Defined","0","0"
"PadStartCom","0001f108","Function","Global","Imported","0","0"
"PadStopCom","0001f1d4","Function","Global","Imported","0","0"
"PadInitDirect","0001f218","Function","Global","Imported","0","0"
"_padInitDirPort","0001f2c8","Function","Global","Imported","0","0"
"PDDIRRES_OBJ_F0","0001f3b8","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_158","0001f420","Function","Global","Imported","0","0"
"PDDIRRES_OBJ_1CC","0001f494","Function","Global","Imported","2","0"
"PDDIRRES_OBJ_228","0001f4f0","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_24C","0001f514","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_25C","0001f524","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_2C0","0001f588","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_2EC","0001f5b4","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_310","0001f5d8","Function","Global","User Defined","4","0"
"PDDIRRES_OBJ_318","0001f5e0","Function","Global","Imported","0","0"
"PDDIRRES_OBJ_584","0001f84c","Function","Global","User Defined","5","0"
"PDDIRRES_OBJ_594","0001f85c","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_5B4","0001f87c","Function","Global","Imported","0","0"
"PDDIRRES_OBJ_688","0001f950","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_6B4","0001f97c","Function","Global","User Defined","2","0"
"PDDIRRES_OBJ_6C4","0001f98c","Function","Global","Imported","0","0"
"PDDIRRES_OBJ_7AC","0001fa74","Function","Global","User Defined","1","0"
"PDDIRRES_OBJ_8D4","0001fb9c","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_8E8","0001fbb0","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_910","0001fbd8","Function","Global","User Defined","0","0"
"PDDIRRES_OBJ_920","0001fbe8","Function","Global","User Defined","2","0"
"_dirFailAuto","0001fbf8","Function","Global","Imported","0","0"
"PDDIRRES_OBJ_A00","0001fcc8","Function","Global","User Defined","1","0"
"PDDIRRES_OBJ_A10","0001fcd8","Function","Global","User Defined","0","0"
"_padIsVsync","0001fd08","Function","Global","Imported","0","0"
"_padIntPad","0001fd70","Function","Global","Imported","0","0"
"PDRESRES_OBJ_1E8","0001fef0","Function","Global","User Defined","2","0"
"_padInitSioMode","0001ff00","Function","Global","Imported","0","0"
"PDRESRES_OBJ_404","0002010c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_518","00020220","Function","Global","User Defined","7","0"
"PDRESRES_OBJ_52C","00020234","Function","Global","Imported","0","0"
"PDRESRES_OBJ_60C","00020314","Function","Global","User Defined","1","0"
"_padSioRW","00020324","Function","Global","Imported","0","0"
"PDRESRES_OBJ_784","0002048c","Function","Global","Imported","2","0"
"PDRESRES_OBJ_824","0002052c","Function","Global","Imported","3","0"
"_padSioRW2","00020548","Function","Global","Imported","0","0"
"PDRESRES_OBJ_8FC","00020604","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_988","00020690","Function","Global","User Defined","1","0"
"PDRESRES_OBJ_AA0","000207a8","Function","Global","User Defined","1","0"
"_padClrIntSio0","000207c4","Function","Global","Imported","0","0"
"_padWaitRXready","00020854","Function","Global","User Defined","0","0"
"_padSetCmd","0002087c","Function","Global","User Defined","0","0"
"_padSendAtLoadInfo","0002088c","Function","Global","Imported","0","0"
"PDRESRES_OBJ_BF8","00020900","Function","Global","User Defined","0","0"
"_padRecvAtLoadInfo","00020910","Function","Global","Imported","0","0"
"PDRESRES_OBJ_CC8","000209d0","Function","Global","Imported","2","0"
"PDRESRES_OBJ_D60","00020a68","Function","Global","User Defined","2","0"
"PDRESRES_OBJ_E64","00020b6c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_E68","00020b70","Function","Global","User Defined","5","0"
"_padGetActSize","00020b80","Function","Global","User Defined","0","0"
"_padLoadActInfo","00020bb8","Function","Global","Imported","0","0"
"PDRESRES_OBJ_F70","00020c78","Function","Global","User Defined","1","0"
"PDRESRES_OBJ_F84","00020c8c","Function","Global","Imported","0","0"
"PDRESRES_OBJ_FDC","00020ce4","Function","Global","Imported","2","0"
"PDRESRES_OBJ_101C","00020d24","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_102C","00020d34","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_10E0","00020de8","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_11C4","00020ecc","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_12EC","00020ff4","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1310","00021018","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1418","00021120","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_141C","00021124","Function","Global","User Defined","8","0"
"_padCmdParaMode","0002112c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1444","0002114c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1458","00021160","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1478","00021180","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1498","000211a0","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_14B8","000211c0","Function","Global","User Defined","0","0"
"_padSetRC2wait","000211d4","Function","Global","User Defined","0","0"
"_padChkRC2wait","000211f4","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1534","0002123c","Function","Global","User Defined","1","0"
"PDRESRES_OBJ_1580","00021288","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_158C","00021294","Function","Global","Imported","0","0"
"PDRESRES_OBJ_15D4","000212dc","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1694","0002139c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_16AC","000213b4","Function","Global","Imported","0","0"
"PDRESRES_OBJ_1758","00021460","Function","Global","Imported","0","0"
"PDRESRES_OBJ_1874","0002157c","Function","Global","Imported","0","0"
"PDRESRES_OBJ_1AE4","000217ec","Function","Global","Imported","5","0"
"PDRESRES_OBJ_1B94","0002189c","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1BD0","000218d8","Function","Global","User Defined","0","0"
"PDRESRES_OBJ_1BD8","000218e0","Function","Global","Imported","4","0"
"PDRESRES_OBJ_1E40","00021b48","Function","Global","User Defined","4","0"
"SsSetSerialVol","00022f7c","Function","Global","Imported","0","0"
"SpuSetCommonAttr","0002308c","Function","Global","User Defined","0","0"
"S_SCA_OBJ_58","000230e4","Function","Global","User Defined","0","0"
"S_SCA_OBJ_60","000230ec","Function","Global","User Defined","0","0"
"S_SCA_OBJ_68","000230f4","Function","Global","User Defined","0","0"
"S_SCA_OBJ_70","000230fc","Function","Global","User Defined","0","0"
"S_SCA_OBJ_78","00023104","Function","Global","User Defined","0","0"
"S_SCA_OBJ_80","0002310c","Function","Global","User Defined","0","0"
"S_SCA_OBJ_88","00023114","Function","Global","User Defined","0","0"
"S_SCA_OBJ_90","0002311c","Function","Global","User Defined","2","0"
"S_SCA_OBJ_98","00023124","Function","Global","User Defined","0","0"
"S_SCA_OBJ_118","000231a4","Function","Global","User Defined","0","0"
"S_SCA_OBJ_120","000231ac","Function","Global","User Defined","0","0"
"S_SCA_OBJ_128","000231b4","Function","Global","User Defined","0","0"
"S_SCA_OBJ_130","000231bc","Function","Global","User Defined","0","0"
"S_SCA_OBJ_138","000231c4","Function","Global","Imported","1","0"
"S_SCA_OBJ_140","000231cc","Function","Global","User Defined","0","0"
"S_SCA_OBJ_148","000231d4","Function","Global","User Defined","0","0"
"S_SCA_OBJ_150","000231dc","Function","Global","User Defined","2","0"
"S_SCA_OBJ_158","000231e4","Function","Global","User Defined","0","0"
"S_SCA_OBJ_274","00023300","Function","Global","User Defined","0","0"
"S_SCA_OBJ_2C8","00023354","Function","Global","User Defined","0","0"
"S_SCA_OBJ_31C","000233a8","Function","Global","User Defined","0","0"
"S_SCA_OBJ_370","000233fc","Function","Global","User Defined","0","0"
"_spu_init","0002340c","Function","Global","Imported","0","0"
"SPU_OBJ_D4","000234e0","Function","Global","User Defined","0","0"
"SPU_OBJ_280","0002368c","Function","Global","User Defined","0","0"
"SPU_OBJ_390","0002379c","Function","Global","User Defined","1","0"
"SPU_OBJ_424","00023830","Function","Global","User Defined","1","0"
"_spu_FiDMA","0002384c","Function","Global","Imported","0","0"
"SPU_OBJ_4EC","000238f8","Function","Global","User Defined","0","0"
"_spu_Fr_","00023908","Function","Global","Imported","2","0"
"_spu_t","000239b0","Function","Global","User Defined","0","0"
"SPU_OBJ_78C","00023b98","Function","Global","User Defined","0","0"
"SPU_OBJ_814","00023c20","Function","Global","User Defined","3","0"
"_spu_Fw","00023c30","Function","Global","Imported","0","0"
"SPU_OBJ_894","00023ca0","Function","Global","User Defined","0","0"
"_spu_Fr","00023cb4","Function","Global","Imported","0","0"
"_spu_FsetRXX","00023d18","Function","Global","User Defined","0","0"
"SPU_OBJ_948","00023d54","Function","Global","User Defined","0","0"
"_spu_FsetRXXa","00023d5c","Function","Global","User Defined","0","0"
"SPU_OBJ_9EC","00023df8","Function","Global","User Defined","0","0"
"_spu_FgetRXXa","00023e00","Function","Global","User Defined","0","0"
"SPU_OBJ_A28","00023e34","Function","Global","User Defined","0","0"
